date,workerid,amount
Sun Jul 22 05:13:22 PDT 2018,A25F6WT9CIM0Z5,0.4
Sun Jul 22 12:12:18 PDT 2018,A203E6K5Q36THC,0.4
Mon Jul 23 17:37:48 PDT 2018,A1JTSWFPVVGIXM,0.4
Sat Jul 28 01:38:32 PDT 2018,A32MKCXF8FS1MV,0.4
Sat Jul 28 04:47:14 PDT 2018,A2Z4QERWJEK690,0.4
Thu Aug 02 16:12:15 PDT 2018,A1LB3VB26SOEE9,0.4
Mon Aug 06 10:10:57 PDT 2018,A2OL4DE891NR2R,0.4
Thu Aug 09 21:34:39 PDT 2018,A2G658S5G7VN1M,0.4
Fri Aug 10 03:41:00 PDT 2018,A3CHQ4BG5HGS3O,0.4
,total paid to workers:,=SUM(c2:c10)
,40% paid to Amazon:,=.4*c11
,total:,=SUM(c11:c12
