workerid,school,lived,family,language,level,enjoyment,gender,age,describe,comments,years,assess,classes,college,education
0,small,over8,koreng,I cant write in this box,advanced,2,Female,Confused,KorKor,more multiple choice ,shortlive,No,no,onesem,1
1,small,over8,kor, /,int,1,Female,/,KorKor,/,shortlive,Yes,no,,2
2,small,under8,eng,영어,int,1,Male,32,KorKor,,shortlive,Confused,yes,onesem,4
