date,workerid,amount
Sat Jul 21 09:30:32 PDT 2018,A1J0GU26323WVA,0.4
Sat Jul 21 09:32:00 PDT 2018,A326O3VWP8TO8N,0.4
Sat Jul 21 09:36:08 PDT 2018,A2AS2Z9P0VV2NP,0.4
Sat Jul 21 09:36:14 PDT 2018,A3L0DCUXI7X3A9,0.4
Sat Jul 21 09:38:02 PDT 2018,A6ZAKE3FP8YKY,0.4
Sat Jul 21 09:38:41 PDT 2018,A35KO5LPASBFI9,0.4
Sat Jul 21 09:39:01 PDT 2018,AJ4WQY338BIMN,0.4
Sat Jul 21 09:39:46 PDT 2018,A3HIO96PK1JA03,0.4
Sat Jul 21 09:51:28 PDT 2018,A2YGAEODJ5SSF6,0.4
,total paid to workers:,=SUM(c2:c10)
,40% paid to Amazon:,=.4*c11
,total:,=SUM(c11:c12
