workerid,language,enjoyment,gender,age,comments,asses,education
0,English,2,Male,27,,Yes,2
1,English,2,Female,30,,Yes,3
2,english,2,Male,37,,Yes,1
3,English,2,Female,56,"Really enjoyed doing this hit, hope you are going to have more in the future.",Yes,1
4,English,2,Female,45,You&quotecharre hits are the among best and most enjoyable ones I do!,Yes,3
5,English,1,Male,28,good experiance,Confused,3
6,ENGLISH,2,Female,36,NO COMMENT,Yes,3
7,English,1,Male,31,,Yes,3
8,English,2,Female,41,,Yes,1
