workerid,trial_type,image,response,item,scramble,scope,quantifier,audio,type,order
0,one_slider,images/1-leaning-aevery-surface.JPG,0.88,1-leaning,default,surface,enu,audio/1-leaning-enu-aevery-default.m4a,test,aevery
0,one_slider,images/6-biting-everya-inverse.JPG,0.45,6-biting,default,inverse,motun,audio/6-biting-motun-everya-default.m4a,test,everya
0,one_slider,images/075.JPG,0.32,filler4,default,inverse,motun,audio/f4-default.m4a,filler,aevery
0,one_slider,images/063.JPG,1,filler3,default,inverse,motun,audio/f3-default.m4a,filler,aevery
0,one_slider,images/3-pole-aevery-inverse.JPG,0.09,3-pole,default,inverse,motun,audio/3-pole-motun-aevery-default.m4a,test,aevery
0,one_slider,images/005.JPG,0.21,filler10,default,inverse,enu,audio/f10-default.m4a,filler,everya
0,one_slider,images/063.JPG,0.79,filler2,default,surface,motun,audio/f2-default.m4a,filler,aevery
0,one_slider,images/2-fishing-aevery-surface.JPG,0.42,2-fishing,default,surface,enu,audio/2-fishing-enu-aevery-default.m4a,test,aevery
0,one_slider,images/8-petting-aevery-surface.JPG,0.87,8-petting,default,surface,motun,audio/8-petting-motun-aevery-default.m4a,test,aevery
0,one_slider,images/005.JPG,0.18,filler11,default,surface,enu,audio/f11-default.m4a,filler,aevery
0,one_slider,images/5-bottle-aevery-inverse.JPG,0.29,5-bottle,default,surface,enu,audio/5-bottle-enu-everya-default.m4a,test,everya
0,one_slider,images/054.JPG,0.28,filler12,default,inverse,motun,audio/f12-default.m4a,filler,everya
0,one_slider,images/053.JPG,0.1,filler1,default,surface,motun,audio/f1-default.m4a,filler,everya
0,one_slider,images/054.JPG,0.33,filler13,default,inverse,motun,audio/f13-default.m4a,filler,everya
0,one_slider,images/056.JPG,0.69,filler5,default,inverse,motun,audio/f5-default.m4a,filler,everya
0,one_slider,images/7-attacking-aevery-surface.JPG,0.01,7-attacking,default,surface,motun,audio/7-attacking-motun-aevery-default.m4a,test,aevery
0,one_slider,images/056.JPG,0.45,filler6,default,inverse,enu,audio/f6-default.m4a,filler,everya
0,one_slider,images/009.JPG,0.2,filler7,default,surface,motun,audio/f7-default.m4a,filler,aevery
0,one_slider,images/4-feeding-aevery-inverse.JPG,0.17,4-feeding,default,surface,enu,audio/4-feeding-enu-everya-default.m4a,test,everya
0,one_slider,images/009.JPG,0.76,filler8,default,surface,motun,audio/f8-default.m4a,filler,everya
0,one_slider,images/016.JPG,0.26,filler9,default,surface,enu,audio/f9-default.m4a,filler,aevery
1,one_slider,images/056.JPG,0,filler5,default,inverse,enu,audio/f5-default.m4a,filler,everya
1,one_slider,images/054.JPG,0,filler12,default,inverse,motun,audio/f12-default.m4a,filler,aevery
1,one_slider,images/075.JPG,0,filler4,default,surface,motun,audio/f4-default.m4a,filler,everya
1,one_slider,images/3-pole-aevery-inverse.JPG,0,3-pole,default,inverse,enu,audio/3-pole-enu-aevery-default.m4a,test,aevery
1,one_slider,images/063.JPG,0,filler3,default,inverse,enu,audio/f3-default.m4a,filler,aevery
1,one_slider,images/054.JPG,0,filler13,default,inverse,enu,audio/f13-default.m4a,filler,everya
1,one_slider,images/2-fishing-aevery-inverse.JPG,0,2-fishing,default,inverse,motun,audio/2-fishing-motun-aevery-default.m4a,test,aevery
1,one_slider,images/009.JPG,0.14,filler8,default,surface,motun,audio/f8-default.m4a,filler,everya
1,one_slider,images/005.JPG,0,filler11,default,surface,enu,audio/f11-default.m4a,filler,everya
1,one_slider,images/009.JPG,0,filler7,default,inverse,enu,audio/f7-default.m4a,filler,aevery
1,one_slider,images/5-bottle-aevery-inverse.JPG,0,5-bottle,default,inverse,motun,audio/5-bottle-motun-aevery-default.m4a,test,aevery
1,one_slider,images/8-petting-everya-inverse.JPG,1,8-petting,default,inverse,enu,audio/8-petting-enu-everya-default.m4a,test,everya
1,one_slider,images/1-leaning-aevery-surface.JPG,1,1-leaning,default,surface,motun,audio/1-leaning-motun-aevery-default.m4a,test,aevery
1,one_slider,images/4-feeding-aevery-surface.JPG,1,4-feeding,default,surface,motun,audio/4-feeding-motun-aevery-default.m4a,test,aevery
1,one_slider,images/056.JPG,0,filler6,default,surface,enu,audio/f6-default.m4a,filler,everya
1,one_slider,images/005.JPG,0,filler10,default,surface,enu,audio/f10-default.m4a,filler,aevery
1,one_slider,images/053.JPG,1,filler1,default,surface,enu,audio/f1-default.m4a,filler,everya
1,one_slider,images/063.JPG,1,filler2,default,inverse,motun,audio/f2-default.m4a,filler,aevery
1,one_slider,images/7-attacking-aevery-inverse.JPG,1,7-attacking,default,surface,enu,audio/7-attacking-enu-everya-default.m4a,test,everya
1,one_slider,images/6-biting-aevery-inverse.JPG,1,6-biting,default,surface,motun,audio/6-biting-motun-everya-default.m4a,test,everya
1,one_slider,images/016.JPG,0,filler9,default,surface,motun,audio/f9-default.m4a,filler,everya
2,one_slider,images/7-attacking-aevery-inverse.JPG,0.82,7-attacking,scrambled,surface,enu,audio/7-attacking-enu-everya-scrambled.m4a,test,everya
2,one_slider,images/053.JPG,0.63,filler1,scrambled,surface,motun,audio/f1-scrambled.m4a,filler,aevery
2,one_slider,images/5-bottle-aevery-inverse.JPG,0.72,5-bottle,scrambled,surface,enu,audio/5-bottle-enu-everya-scrambled.m4a,test,everya
2,one_slider,images/056.JPG,0.66,filler5,scrambled,surface,enu,audio/f5-scrambled.m4a,filler,aevery
2,one_slider,images/075.JPG,0.61,filler4,scrambled,inverse,motun,audio/f4-scrambled.m4a,filler,aevery
2,one_slider,images/3-pole-aevery-inverse.JPG,0.66,3-pole,scrambled,surface,enu,audio/3-pole-enu-everya-scrambled.m4a,test,everya
2,one_slider,images/4-feeding-aevery-inverse.JPG,0.66,4-feeding,scrambled,surface,motun,audio/4-feeding-motun-everya-scrambled.m4a,test,everya
2,one_slider,images/009.JPG,0.63,filler7,scrambled,surface,motun,audio/f7-scrambled.m4a,filler,everya
2,one_slider,images/016.JPG,0.67,filler9,scrambled,surface,enu,audio/f9-scrambled.m4a,filler,aevery
2,one_slider,images/054.JPG,0.58,filler12,scrambled,inverse,enu,audio/f12-scrambled.m4a,filler,aevery
2,one_slider,images/056.JPG,0.71,filler6,scrambled,surface,motun,audio/f6-scrambled.m4a,filler,aevery
2,one_slider,images/063.JPG,0.16,filler3,scrambled,inverse,motun,audio/f3-scrambled.m4a,filler,aevery
2,one_slider,images/009.JPG,0.49,filler8,scrambled,surface,motun,audio/f8-scrambled.m4a,filler,aevery
2,one_slider,images/063.JPG,0.52,filler2,scrambled,surface,motun,audio/f2-scrambled.m4a,filler,aevery
2,one_slider,images/005.JPG,0.69,filler10,scrambled,inverse,enu,audio/f10-scrambled.m4a,filler,everya
2,one_slider,images/005.JPG,0.46,filler11,scrambled,inverse,enu,audio/f11-scrambled.m4a,filler,aevery
2,one_slider,images/2-fishing-everya-inverse.JPG,0.13,2-fishing,scrambled,inverse,motun,audio/2-fishing-motun-everya-scrambled.m4a,test,everya
2,one_slider,images/054.JPG,0.44,filler13,scrambled,inverse,enu,audio/f13-scrambled.m4a,filler,aevery
2,one_slider,images/1-leaning-everya-inverse.JPG,0.44,1-leaning,scrambled,inverse,motun,audio/1-leaning-motun-everya-scrambled.m4a,test,everya
2,one_slider,images/6-biting-aevery-inverse.JPG,0.54,6-biting,scrambled,inverse,enu,audio/6-biting-enu-aevery-scrambled.m4a,test,aevery
2,one_slider,images/8-petting-everya-inverse.JPG,0.48,8-petting,scrambled,inverse,enu,audio/8-petting-enu-everya-scrambled.m4a,test,everya
3,one_slider,images/4-feeding-aevery-inverse.JPG,0.33,4-feeding,default,inverse,motun,audio/4-feeding-motun-aevery-default.m4a,test,aevery
3,one_slider,images/063.JPG,0.98,filler2,default,surface,enu,audio/f2-default.m4a,filler,aevery
3,one_slider,images/1-leaning-aevery-inverse.JPG,0.97,1-leaning,default,surface,motun,audio/1-leaning-motun-everya-default.m4a,test,everya
3,one_slider,images/056.JPG,0,filler6,default,surface,motun,audio/f6-default.m4a,filler,everya
3,one_slider,images/009.JPG,0,filler8,default,inverse,enu,audio/f8-default.m4a,filler,everya
3,one_slider,images/009.JPG,0,filler7,default,surface,motun,audio/f7-default.m4a,filler,aevery
3,one_slider,images/005.JPG,0,filler10,default,surface,motun,audio/f10-default.m4a,filler,aevery
3,one_slider,images/016.JPG,0,filler9,default,surface,motun,audio/f9-default.m4a,filler,aevery
3,one_slider,images/056.JPG,0,filler5,default,inverse,enu,audio/f5-default.m4a,filler,aevery
3,one_slider,images/005.JPG,0.05,filler11,default,inverse,enu,audio/f11-default.m4a,filler,aevery
3,one_slider,images/075.JPG,0.05,filler4,default,surface,enu,audio/f4-default.m4a,filler,aevery
3,one_slider,images/8-petting-aevery-inverse.JPG,0.27,8-petting,default,inverse,enu,audio/8-petting-enu-aevery-default.m4a,test,aevery
3,one_slider,images/054.JPG,0.03,filler12,default,inverse,motun,audio/f12-default.m4a,filler,everya
3,one_slider,images/054.JPG,0.63,filler13,default,inverse,enu,audio/f13-default.m4a,filler,everya
3,one_slider,images/3-pole-everya-inverse.JPG,0.99,3-pole,default,inverse,motun,audio/3-pole-motun-everya-default.m4a,test,everya
3,one_slider,images/053.JPG,0.98,filler1,default,surface,motun,audio/f1-default.m4a,filler,everya
3,one_slider,images/6-biting-aevery-inverse.JPG,0.97,6-biting,default,surface,enu,audio/6-biting-enu-everya-default.m4a,test,everya
3,one_slider,images/7-attacking-aevery-inverse.JPG,0.59,7-attacking,default,inverse,motun,audio/7-attacking-motun-aevery-default.m4a,test,aevery
3,one_slider,images/5-bottle-aevery-inverse.JPG,0.97,5-bottle,default,surface,enu,audio/5-bottle-enu-everya-default.m4a,test,everya
3,one_slider,images/063.JPG,0.02,filler3,default,surface,enu,audio/f3-default.m4a,filler,aevery
3,one_slider,images/2-fishing-aevery-inverse.JPG,0.99,2-fishing,default,surface,motun,audio/2-fishing-motun-everya-default.m4a,test,everya
4,one_slider,images/016.JPG,0.49,filler9,scrambled,surface,motun,audio/f9-scrambled.m4a,filler,everya
4,one_slider,images/2-fishing-aevery-surface.JPG,0.49,2-fishing,scrambled,surface,enu,audio/2-fishing-enu-aevery-scrambled.m4a,test,aevery
4,one_slider,images/009.JPG,0.58,filler7,scrambled,surface,enu,audio/f7-scrambled.m4a,filler,everya
4,one_slider,images/005.JPG,0.39,filler11,scrambled,inverse,enu,audio/f11-scrambled.m4a,filler,aevery
4,one_slider,images/009.JPG,0.59,filler8,scrambled,surface,enu,audio/f8-scrambled.m4a,filler,aevery
4,one_slider,images/054.JPG,0.8,filler13,scrambled,surface,motun,audio/f13-scrambled.m4a,filler,aevery
4,one_slider,images/005.JPG,0.79,filler10,scrambled,surface,motun,audio/f10-scrambled.m4a,filler,aevery
4,one_slider,images/1-leaning-aevery-inverse.JPG,0.94,1-leaning,scrambled,surface,enu,audio/1-leaning-enu-everya-scrambled.m4a,test,everya
4,one_slider,images/7-attacking-aevery-surface.JPG,0.56,7-attacking,scrambled,surface,enu,audio/7-attacking-enu-aevery-scrambled.m4a,test,aevery
4,one_slider,images/054.JPG,0.63,filler12,scrambled,surface,motun,audio/f12-scrambled.m4a,filler,everya
4,one_slider,images/063.JPG,0.61,filler2,scrambled,inverse,motun,audio/f2-scrambled.m4a,filler,aevery
4,one_slider,images/075.JPG,0.61,filler4,scrambled,inverse,motun,audio/f4-scrambled.m4a,filler,everya
4,one_slider,images/3-pole-aevery-inverse.JPG,0.65,3-pole,scrambled,surface,enu,audio/3-pole-enu-everya-scrambled.m4a,test,everya
4,one_slider,images/5-bottle-aevery-inverse.JPG,0.73,5-bottle,scrambled,surface,enu,audio/5-bottle-enu-everya-scrambled.m4a,test,everya
4,one_slider,images/4-feeding-aevery-surface.JPG,0.61,4-feeding,scrambled,surface,enu,audio/4-feeding-enu-aevery-scrambled.m4a,test,aevery
4,one_slider,images/6-biting-aevery-inverse.JPG,0.76,6-biting,scrambled,surface,motun,audio/6-biting-motun-everya-scrambled.m4a,test,everya
4,one_slider,images/053.JPG,0.71,filler1,scrambled,inverse,enu,audio/f1-scrambled.m4a,filler,everya
4,one_slider,images/8-petting-aevery-inverse.JPG,0.78,8-petting,scrambled,surface,motun,audio/8-petting-motun-everya-scrambled.m4a,test,everya
4,one_slider,images/056.JPG,0.56,filler6,scrambled,surface,enu,audio/f6-scrambled.m4a,filler,aevery
4,one_slider,images/056.JPG,0.5,filler5,scrambled,surface,enu,audio/f5-scrambled.m4a,filler,everya
4,one_slider,images/063.JPG,0.7,filler3,scrambled,surface,enu,audio/f3-scrambled.m4a,filler,aevery
5,one_slider,images/075.JPG,0.5,filler4,default,inverse,enu,audio/f4-default.m4a,filler,everya
5,one_slider,images/053.JPG,0.77,filler1,default,surface,enu,audio/f1-default.m4a,filler,aevery
5,one_slider,images/1-leaning-everya-inverse.JPG,0.2,1-leaning,default,inverse,motun,audio/1-leaning-motun-everya-default.m4a,test,everya
5,one_slider,images/054.JPG,0.8,filler12,default,surface,motun,audio/f12-default.m4a,filler,aevery
