date,workerid,amount
Wed Oct 10 14:27:45 PDT 2018,A3V16ZZMTM0OLM,0.5
Sat Oct 13 04:44:34 PDT 2018,A1F6PUJYEFHLI8,0.5
Wed Oct 17 11:14:58 PDT 2018,A2YJSVQJSZFKIX,0.5
Fri Oct 19 07:03:49 PDT 2018,A36H2KUJ5BXGTU,0.5
Wed Oct 24 10:30:48 PDT 2018,AB42JNOGBMXUW,0.5
Mon Oct 29 15:41:43 PDT 2018,A1SLZ1ZZ92HEOE,0.5
Tue Oct 30 00:28:07 PDT 2018,A4OVCB3307414,0.5
Thu Nov 01 14:48:22 PDT 2018,A3J6XLRC4YUNGO,0.5
Thu Nov 08 07:40:48 PST 2018,A3BDKB1DI15X10,0.5
,total paid to workers:,=SUM(c2:c10)
,40% paid to Amazon:,=.4*c11
,total:,=SUM(c11:c12
