workerid,school,lived,family,language,level,enjoyment,gender,age,describe,comments,years,assess,classes,college,education
0,most,both8,kor,Korean,advanced,2,Male,28,KorEng,,mostlive,Yes,no,nocollege,3
1,small,under8,kor,english,int,1,Male,21,KorKor,nothing,midlive,Yes,no,onesem,1
2,mid,neverlived,koreng,,advanced,1,Female,,KorKor,,shortlive,No,no,nocollege,1
3,most,both8,kor,Korean,native,2,Male,26,KorKor,,mostlive,Yes,yes,nocollege,3
4,most,both8,koreng,한국어,native,2,Female,40,KorKor,"어떤 실험인지는 확실히 알 수 없었지만, 재미있게 참여했습니다.  문장들이 영어를 한국어로 직역한 듯 하여 다소 어색한 감이 있었습니다.",mostlive,Yes,no,nocollege,3
5,none,neverlived,eng,english,basic,1,Male,24,KorEng,"I liked it, It was cute",neverlived,Yes,no,nocollege,1
6,small,under8,kor,한국어,int,1,Male,35,KorEng,좋은,shortlive,Yes,yes,midsem,3
7,small,neverlived,kor,english,int,0,Male,24,KorEng,,neverlived,Yes,yes,midsem,3
8,most,both8,koreng,Korean,native,1,Male,29,KorKor,Korean translated directly from English sounds a bit different than how I would describe the pictures.,mostlive,Yes,no,nocollege,2
