workerid,school,lived,family,language,level,enjoyment,gender,age,describe,comments,years,assess,classes,college,education
0,small,over8,kor,,basic,2,Female,,KorEng,,neverlived,NA,no,midsem,2
1,none,neverlived,eng,English,advanced,1,Other,35,KorEng,나는이 시험을 즐겼다. 비디오를 보는 것은 재미있었습니다!,neverlived,Yes,no,nocollege,2
