workerid,trial_type,image,response,item,scramble,scope,quantifier,audio,type,order
0,one_slider,images/063.JPG,0,filler3,default,surface,motun,audio/f3-default.m4a,filler,everya
0,one_slider,images/016.JPG,0,filler9,default,surface,motun,audio/f9-default.m4a,filler,aevery
0,one_slider,images/3-pole-aevery-inverse.JPG,0.26,3-pole,default,inverse,motun,audio/3-pole-motun-aevery-default.m4a,test,aevery
0,one_slider,images/009.JPG,0,filler8,default,inverse,motun,audio/f8-default.m4a,filler,aevery
0,one_slider,images/005.JPG,0,filler10,default,surface,motun,audio/f10-default.m4a,filler,aevery
0,one_slider,images/054.JPG,0,filler12,default,surface,enu,audio/f12-default.m4a,filler,everya
0,one_slider,images/009.JPG,0,filler7,default,inverse,motun,audio/f7-default.m4a,filler,everya
0,one_slider,images/053.JPG,0.87,filler1,default,inverse,enu,audio/f1-default.m4a,filler,everya
0,one_slider,images/1-leaning-aevery-inverse.JPG,0.55,1-leaning,default,surface,enu,audio/1-leaning-enu-everya-default.m4a,test,everya
0,one_slider,images/063.JPG,1,filler2,default,inverse,enu,audio/f2-default.m4a,filler,everya
0,one_slider,images/6-biting-everya-inverse.JPG,0.58,6-biting,default,inverse,motun,audio/6-biting-motun-everya-default.m4a,test,everya
0,one_slider,images/056.JPG,0,filler6,default,surface,enu,audio/f6-default.m4a,filler,everya
0,one_slider,images/5-bottle-aevery-surface.JPG,0.87,5-bottle,default,surface,motun,audio/5-bottle-motun-aevery-default.m4a,test,aevery
0,one_slider,images/7-attacking-aevery-inverse.JPG,0.35,7-attacking,default,surface,motun,audio/7-attacking-motun-everya-default.m4a,test,everya
0,one_slider,images/054.JPG,0,filler13,default,inverse,enu,audio/f13-default.m4a,filler,everya
0,one_slider,images/075.JPG,0.01,filler4,default,surface,enu,audio/f4-default.m4a,filler,everya
0,one_slider,images/056.JPG,0,filler5,default,inverse,motun,audio/f5-default.m4a,filler,aevery
0,one_slider,images/005.JPG,0,filler11,default,surface,motun,audio/f11-default.m4a,filler,aevery
0,one_slider,images/2-fishing-everya-inverse.JPG,0.52,2-fishing,default,inverse,enu,audio/2-fishing-enu-everya-default.m4a,test,everya
0,one_slider,images/8-petting-aevery-inverse.JPG,0.06,8-petting,default,inverse,enu,audio/8-petting-enu-aevery-default.m4a,test,aevery
0,one_slider,images/4-feeding-everya-inverse.JPG,0.35,4-feeding,default,inverse,enu,audio/4-feeding-enu-everya-default.m4a,test,everya
1,one_slider,images/063.JPG,0.58,filler2,scrambled,inverse,motun,audio/f2-scrambled.m4a,filler,aevery
1,one_slider,images/4-feeding-aevery-surface.JPG,0.52,4-feeding,scrambled,surface,motun,audio/4-feeding-motun-aevery-scrambled.m4a,test,aevery
1,one_slider,images/6-biting-aevery-surface.JPG,0.5,6-biting,scrambled,surface,motun,audio/6-biting-motun-aevery-scrambled.m4a,test,aevery
1,one_slider,images/056.JPG,0.37,filler6,scrambled,surface,motun,audio/f6-scrambled.m4a,filler,aevery
1,one_slider,images/054.JPG,0.64,filler12,scrambled,inverse,motun,audio/f12-scrambled.m4a,filler,everya
1,one_slider,images/009.JPG,0.73,filler8,scrambled,inverse,enu,audio/f8-scrambled.m4a,filler,everya
1,one_slider,images/8-petting-everya-inverse.JPG,0.4,8-petting,scrambled,inverse,motun,audio/8-petting-motun-everya-scrambled.m4a,test,everya
1,one_slider,images/054.JPG,0.69,filler13,scrambled,surface,motun,audio/f13-scrambled.m4a,filler,everya
1,one_slider,images/7-attacking-everya-inverse.JPG,0.7,7-attacking,scrambled,inverse,motun,audio/7-attacking-motun-everya-scrambled.m4a,test,everya
1,one_slider,images/3-pole-aevery-inverse.JPG,0.67,3-pole,scrambled,surface,motun,audio/3-pole-motun-everya-scrambled.m4a,test,everya
1,one_slider,images/009.JPG,0.54,filler7,scrambled,surface,enu,audio/f7-scrambled.m4a,filler,everya
1,one_slider,images/2-fishing-aevery-inverse.JPG,0.57,2-fishing,scrambled,surface,motun,audio/2-fishing-motun-everya-scrambled.m4a,test,everya
1,one_slider,images/1-leaning-aevery-surface.JPG,0.58,1-leaning,scrambled,surface,enu,audio/1-leaning-enu-aevery-scrambled.m4a,test,aevery
1,one_slider,images/056.JPG,0.56,filler5,scrambled,inverse,enu,audio/f5-scrambled.m4a,filler,aevery
1,one_slider,images/053.JPG,0.5,filler1,scrambled,surface,enu,audio/f1-scrambled.m4a,filler,everya
1,one_slider,images/016.JPG,0.25,filler9,scrambled,surface,motun,audio/f9-scrambled.m4a,filler,everya
1,one_slider,images/5-bottle-aevery-inverse.JPG,0.5,5-bottle,scrambled,inverse,motun,audio/5-bottle-motun-aevery-scrambled.m4a,test,aevery
1,one_slider,images/005.JPG,0.34,filler11,scrambled,surface,motun,audio/f11-scrambled.m4a,filler,everya
