workerid,school,lived,family,language,level,enjoyment,gender,age,describe,comments,years,assess,classes,college,education
0,,,,,,-1,Female,,,,,Yes,,,-1
1,small,under8,kor,malayalam,advanced,1,Female,26,KorKor,좋은,shortlive,Yes,yes,onesem,2
2,none,neverlived,eng,,basic,0,Male,26,KorEng,,neverlived,No,yes,nocollege,0
3,none,neverlived,eng,English,int,0,Female,24,KorEng,,neverlived,Yes,yes,midsem,0
4,none,over8,kor,귀하가 어렸을 때,int,-1,Male,22,L2,,neverlived,NA,no,onesem,2
5,small,under8,kor,,int,0,Male,20,KorKor,,midlive,Yes,yes,onesem,1
