date,workerid,amount
Wed Aug 29 12:57:51 PDT 2018,ABILN5TZDPKOP,0.4
Thu Aug 30 08:45:52 PDT 2018,A1LB05VT3GFYW2,0.4
Fri Aug 31 09:08:48 PDT 2018,A2YMATNW4DE3UR,0.4
Sat Sep 01 22:21:57 PDT 2018,A1A0WM0OJMOF7Z,0.4
Tue Sep 04 15:44:27 PDT 2018,A2RC95Z0JQSAI4,0.4
Wed Sep 05 01:48:13 PDT 2018,A27IC8PQAWEKMN,0.4
Thu Sep 06 14:35:39 PDT 2018,A1XFLYX4GV7JAZ,0.4
Fri Sep 07 23:45:44 PDT 2018,A2980DNGANFQ60,0.4
Sat Sep 08 01:41:08 PDT 2018,A2E4WHV3UMTRM6,0.4
,total paid to workers:,=SUM(c2:c10)
,40% paid to Amazon:,=.4*c11
,total:,=SUM(c11:c12
