date,workerid,amount
Sat Oct 13 07:27:36 PDT 2018,A1QY9E4J8NJBXR,0.5
Mon Oct 22 10:43:54 PDT 2018,A28U222JPJRZ5I,0.5
Mon Oct 22 13:04:50 PDT 2018,A2D84NHUTCFQKT,0.5
Thu Oct 25 01:15:25 PDT 2018,A2YT7N78JKSUJS,0.5
Sun Oct 28 06:17:08 PDT 2018,A2F5ZTRY96UPKK,0.5
Sun Nov 04 12:02:27 PST 2018,A1N3LASCBGD4BA,0.5
Mon Nov 12 14:36:28 PST 2018,A1UG1JLT123K32,0.5
Tue Nov 13 22:05:51 PST 2018,A275Y8CYG9AQ63,0.5
,total paid to workers:,=SUM(c2:c9)
,40% paid to Amazon:,=.4*c10
,total:,=SUM(c10:c11
