date,workerid,amount
Wed Jul 18 15:57:21 PDT 2018,A2XGOBIWUDYLOT,0.4
Wed Jul 18 15:59:54 PDT 2018,A1BT0YH8F6IMOW,0.4
Wed Jul 18 17:05:50 PDT 2018,A3QDFV8LK9A1HX,0.4
Wed Jul 18 21:25:00 PDT 2018,A3O8UD1HHLPBGH,0.4
Wed Jul 18 21:43:20 PDT 2018,AK3DF1BXS8DSM,0.4
Wed Jul 18 21:47:55 PDT 2018,A3QI1RV4HQ9MOC,0.4
Wed Jul 18 21:48:28 PDT 2018,A23X9GJ1DMZTXI,0.4
Wed Jul 18 21:50:10 PDT 2018,A3IGWL3LGGGELG,0.4
Wed Jul 18 22:11:17 PDT 2018,A2AMYX1J96G2JG,0.4
,total paid to workers:,=SUM(c2:c10)
,40% paid to Amazon:,=.4*c11
,total:,=SUM(c11:c12
