workerid,trial_type,image,response,item,scramble,scope,quantifier,audio,type,order
0,one_slider,images/6-biting-everya-inverse.JPG,0.94,6-biting,default,inverse,motun,audio/6-biting-motun-everya-default.m4a,test,everya
0,one_slider,images/2-fishing-aevery-surface.JPG,0.63,2-fishing,default,surface,motun,audio/2-fishing-motun-aevery-default.m4a,test,aevery
0,one_slider,images/054.JPG,0.04,filler12,default,surface,motun,audio/f12-default.m4a,filler,everya
0,one_slider,images/056.JPG,0,filler6,default,inverse,motun,audio/f6-default.m4a,filler,aevery
0,one_slider,images/5-bottle-aevery-inverse.JPG,0.02,5-bottle,default,inverse,motun,audio/5-bottle-motun-aevery-default.m4a,test,aevery
0,one_slider,images/005.JPG,0.01,filler10,default,inverse,motun,audio/f10-default.m4a,filler,aevery
0,one_slider,images/009.JPG,0.04,filler7,default,inverse,motun,audio/f7-default.m4a,filler,aevery
0,one_slider,images/009.JPG,0.01,filler8,default,inverse,enu,audio/f8-default.m4a,filler,everya
0,one_slider,images/016.JPG,0.01,filler9,default,inverse,motun,audio/f9-default.m4a,filler,everya
0,one_slider,images/1-leaning-aevery-surface.JPG,0.71,1-leaning,default,surface,enu,audio/1-leaning-enu-aevery-default.m4a,test,aevery
0,one_slider,images/4-feeding-aevery-inverse.JPG,0.93,4-feeding,default,surface,motun,audio/4-feeding-motun-everya-default.m4a,test,everya
0,one_slider,images/063.JPG,0.95,filler2,default,inverse,enu,audio/f2-default.m4a,filler,aevery
0,one_slider,images/8-petting-aevery-inverse.JPG,0.03,8-petting,default,inverse,motun,audio/8-petting-motun-aevery-default.m4a,test,aevery
0,one_slider,images/7-attacking-everya-inverse.JPG,0.99,7-attacking,default,inverse,motun,audio/7-attacking-motun-everya-default.m4a,test,everya
0,one_slider,images/063.JPG,0.02,filler3,default,surface,enu,audio/f3-default.m4a,filler,everya
0,one_slider,images/005.JPG,0,filler11,default,inverse,motun,audio/f11-default.m4a,filler,aevery
0,one_slider,images/056.JPG,0.02,filler5,default,inverse,motun,audio/f5-default.m4a,filler,everya
0,one_slider,images/3-pole-everya-inverse.JPG,0.9,3-pole,default,inverse,motun,audio/3-pole-motun-everya-default.m4a,test,everya
0,one_slider,images/075.JPG,0.02,filler4,default,inverse,enu,audio/f4-default.m4a,filler,everya
0,one_slider,images/053.JPG,0.97,filler1,default,surface,motun,audio/f1-default.m4a,filler,everya
0,one_slider,images/054.JPG,0,filler13,default,surface,enu,audio/f13-default.m4a,filler,aevery
1,one_slider,images/3-pole-aevery-surface.JPG,0.99,3-pole,scrambled,surface,motun,audio/3-pole-motun-aevery-scrambled.m4a,test,aevery
1,one_slider,images/075.JPG,0,filler4,scrambled,surface,enu,audio/f4-scrambled.m4a,filler,aevery
1,one_slider,images/6-biting-aevery-inverse.JPG,0.01,6-biting,scrambled,inverse,motun,audio/6-biting-motun-aevery-scrambled.m4a,test,aevery
1,one_slider,images/1-leaning-everya-inverse.JPG,0.55,1-leaning,scrambled,inverse,enu,audio/1-leaning-enu-everya-scrambled.m4a,test,everya
1,one_slider,images/056.JPG,0.01,filler5,scrambled,inverse,enu,audio/f5-scrambled.m4a,filler,everya
1,one_slider,images/054.JPG,0,filler12,scrambled,surface,enu,audio/f12-scrambled.m4a,filler,everya
1,one_slider,images/009.JPG,0,filler8,scrambled,inverse,enu,audio/f8-scrambled.m4a,filler,everya
1,one_slider,images/016.JPG,0.01,filler9,scrambled,surface,motun,audio/f9-scrambled.m4a,filler,everya
1,one_slider,images/005.JPG,0.01,filler11,scrambled,surface,motun,audio/f11-scrambled.m4a,filler,everya
1,one_slider,images/8-petting-everya-inverse.JPG,0.03,8-petting,scrambled,inverse,motun,audio/8-petting-motun-everya-scrambled.m4a,test,everya
1,one_slider,images/005.JPG,0,filler10,scrambled,inverse,motun,audio/f10-scrambled.m4a,filler,aevery
1,one_slider,images/2-fishing-everya-inverse.JPG,0.63,2-fishing,scrambled,inverse,enu,audio/2-fishing-enu-everya-scrambled.m4a,test,everya
1,one_slider,images/063.JPG,0.04,filler3,scrambled,inverse,motun,audio/f3-scrambled.m4a,filler,aevery
1,one_slider,images/053.JPG,0.99,filler1,scrambled,surface,motun,audio/f1-scrambled.m4a,filler,everya
1,one_slider,images/063.JPG,0.95,filler2,scrambled,surface,motun,audio/f2-scrambled.m4a,filler,aevery
1,one_slider,images/054.JPG,0.97,filler13,scrambled,inverse,motun,audio/f13-scrambled.m4a,filler,everya
1,one_slider,images/056.JPG,0.04,filler6,scrambled,surface,enu,audio/f6-scrambled.m4a,filler,aevery
1,one_slider,images/4-feeding-everya-inverse.JPG,0.94,4-feeding,scrambled,inverse,motun,audio/4-feeding-motun-everya-scrambled.m4a,test,everya
