workerid,school,lived,family,language,level,enjoyment,gender,age,describe,comments,years,assess,classes,college,education
0,mid,under8,koreng,,advanced,1,,,KorKor,,neverlived,NA,yes,midsem,-1
1,small,under8,eng,,int,1,Male,,KorEng,,shortlive,Yes,yes,onesem,1
2,small,under8,eng,,int,0,Male,,KorKor,,neverlived,No,no,onesem,1
3,none,neverlived,eng,,basic,0,Male,,KorEng,,neverlived,No,yes,nocollege,0
4,none,neverlived,eng,,basic,0,Male,26,KorEng,,neverlived,NA,yes,nocollege,0
5,small,over8,kor,,basic,0,Male,,KorKor,,shortlive,Yes,no,nocollege,2
6,small,under8,kor,,int,1,Female,25,KorKor,,midlive,No,yes,onesem,1
7,mid,under8,kor,ENGLISH,int,0,Female,25,KorEng,NICE,midlive,Yes,yes,onesem,1
8,mid,neverlived,koreng,ENGLISH,int,0,Male,24,KorEng,GOOD,shortlive,Yes,yes,onesem,2
