workerid,trial_type,image,response,item,scramble,scope,quantifier,audio,type,order
0,one_slider,images/053.JPG,0.02,filler1,scrambled,inverse,enu,audio/f1-scrambled.m4a,filler,aevery
0,one_slider,images/005.JPG,0,filler11,scrambled,inverse,motun,audio/f11-scrambled.m4a,filler,everya
0,one_slider,images/005.JPG,0.04,filler10,scrambled,surface,enu,audio/f10-scrambled.m4a,filler,aevery
0,one_slider,images/1-leaning-aevery-inverse.JPG,0.03,1-leaning,scrambled,inverse,motun,audio/1-leaning-motun-aevery-scrambled.m4a,test,aevery
0,one_slider,images/8-petting-aevery-inverse.JPG,0.01,8-petting,scrambled,surface,motun,audio/8-petting-motun-everya-scrambled.m4a,test,everya
0,one_slider,images/063.JPG,0.02,filler3,scrambled,inverse,enu,audio/f3-scrambled.m4a,filler,everya
0,one_slider,images/054.JPG,0.04,filler12,scrambled,inverse,enu,audio/f12-scrambled.m4a,filler,everya
0,one_slider,images/009.JPG,0.01,filler8,scrambled,surface,enu,audio/f8-scrambled.m4a,filler,everya
0,one_slider,images/063.JPG,0.95,filler2,scrambled,inverse,motun,audio/f2-scrambled.m4a,filler,everya
0,one_slider,images/4-feeding-everya-inverse.JPG,0.05,4-feeding,scrambled,inverse,enu,audio/4-feeding-enu-everya-scrambled.m4a,test,everya
0,one_slider,images/009.JPG,0.03,filler7,scrambled,surface,motun,audio/f7-scrambled.m4a,filler,aevery
0,one_slider,images/016.JPG,0.01,filler9,scrambled,surface,enu,audio/f9-scrambled.m4a,filler,aevery
0,one_slider,images/3-pole-aevery-surface.JPG,0.99,3-pole,scrambled,surface,motun,audio/3-pole-motun-aevery-scrambled.m4a,test,aevery
0,one_slider,images/056.JPG,0.01,filler6,scrambled,surface,motun,audio/f6-scrambled.m4a,filler,everya
0,one_slider,images/7-attacking-aevery-inverse.JPG,0.02,7-attacking,scrambled,surface,enu,audio/7-attacking-enu-everya-scrambled.m4a,test,everya
0,one_slider,images/6-biting-aevery-inverse.JPG,0.07,6-biting,scrambled,surface,motun,audio/6-biting-motun-everya-scrambled.m4a,test,everya
0,one_slider,images/075.JPG,0.04,filler4,scrambled,surface,motun,audio/f4-scrambled.m4a,filler,aevery
0,one_slider,images/054.JPG,0.02,filler13,scrambled,inverse,motun,audio/f13-scrambled.m4a,filler,everya
0,one_slider,images/056.JPG,0.05,filler5,scrambled,inverse,motun,audio/f5-scrambled.m4a,filler,everya
0,one_slider,images/2-fishing-everya-inverse.JPG,0.48,2-fishing,scrambled,inverse,enu,audio/2-fishing-enu-everya-scrambled.m4a,test,everya
0,one_slider,images/5-bottle-aevery-surface.JPG,0.99,5-bottle,scrambled,surface,motun,audio/5-bottle-motun-aevery-scrambled.m4a,test,aevery
1,one_slider,images/016.JPG,0.37,filler9,default,surface,enu,audio/f9-default.m4a,filler,everya
1,one_slider,images/054.JPG,0,filler12,default,inverse,motun,audio/f12-default.m4a,filler,everya
1,one_slider,images/063.JPG,0,filler3,default,surface,motun,audio/f3-default.m4a,filler,everya
1,one_slider,images/4-feeding-aevery-inverse.JPG,1,4-feeding,default,inverse,enu,audio/4-feeding-enu-aevery-default.m4a,test,aevery
1,one_slider,images/5-bottle-aevery-inverse.JPG,1,5-bottle,default,surface,enu,audio/5-bottle-enu-everya-default.m4a,test,everya
