workerid,school,lived,family,language,level,enjoyment,gender,age,describe,comments,years,assess,classes,college,education
0,mid,over8,koreng,No,near native,1,Male,,KorKor,,midlive,NA,no,midsem,1
1,most,both8,kor,한국어,native,1,Male,30,KorKor,,mostlive,Yes,yes,mostsem,3
2,small,,,,int,-1,Female,34,KorKor,,,Confused,yes,onesem,-1
3,none,under8,eng,가정에서,basic,0,Male,네,KorEng,,neverlived,No,yes,onesem,1
4,,,,,,-1,,,,,,Yes,,,-1
5,small,over8,koreng,한국의,int,1,Male,29,KorEng,,shortlive,Yes,no,nocollege,0
