workerid,trial_type,image,response,item,scramble,scope,quantifier,audio,type,order
0,one_slider,images/063.JPG,0.53,filler3,default,inverse,enu,audio/f3-default.m4a,filler,everya
0,one_slider,images/009.JPG,0.33,filler7,default,inverse,enu,audio/f7-default.m4a,filler,aevery
0,one_slider,images/1-leaning-everya-inverse.JPG,0.5,1-leaning,default,inverse,motun,audio/1-leaning-motun-everya-default.m4a,test,everya
0,one_slider,images/4-feeding-aevery-inverse.JPG,0.24,4-feeding,default,inverse,enu,audio/4-feeding-enu-aevery-default.m4a,test,aevery
0,one_slider,images/054.JPG,0.57,filler13,default,inverse,enu,audio/f13-default.m4a,filler,aevery
0,one_slider,images/075.JPG,0.23,filler4,default,surface,enu,audio/f4-default.m4a,filler,everya
0,one_slider,images/2-fishing-everya-inverse.JPG,0.34,2-fishing,default,inverse,motun,audio/2-fishing-motun-everya-default.m4a,test,everya
0,one_slider,images/016.JPG,0.41,filler9,default,surface,enu,audio/f9-default.m4a,filler,aevery
0,one_slider,images/005.JPG,0.28,filler10,default,surface,enu,audio/f10-default.m4a,filler,aevery
0,one_slider,images/7-attacking-aevery-inverse.JPG,0.53,7-attacking,default,surface,motun,audio/7-attacking-motun-everya-default.m4a,test,everya
0,one_slider,images/009.JPG,0.33,filler8,default,inverse,enu,audio/f8-default.m4a,filler,everya
0,one_slider,images/054.JPG,0.35,filler12,default,inverse,motun,audio/f12-default.m4a,filler,everya
0,one_slider,images/063.JPG,0.26,filler2,default,surface,enu,audio/f2-default.m4a,filler,aevery
0,one_slider,images/3-pole-aevery-inverse.JPG,0.41,3-pole,default,inverse,enu,audio/3-pole-enu-aevery-default.m4a,test,aevery
0,one_slider,images/056.JPG,0.42,filler5,default,surface,motun,audio/f5-default.m4a,filler,aevery
0,one_slider,images/5-bottle-everya-inverse.JPG,0.47,5-bottle,default,inverse,motun,audio/5-bottle-motun-everya-default.m4a,test,everya
0,one_slider,images/053.JPG,0.6,filler1,default,inverse,motun,audio/f1-default.m4a,filler,aevery
0,one_slider,images/8-petting-everya-inverse.JPG,0.65,8-petting,default,inverse,motun,audio/8-petting-motun-everya-default.m4a,test,everya
0,one_slider,images/6-biting-aevery-surface.JPG,0.37,6-biting,default,surface,enu,audio/6-biting-enu-aevery-default.m4a,test,aevery
0,one_slider,images/056.JPG,0.46,filler6,default,surface,enu,audio/f6-default.m4a,filler,aevery
0,one_slider,images/005.JPG,0.21,filler11,default,inverse,enu,audio/f11-default.m4a,filler,everya
1,one_slider,images/054.JPG,0,filler12,scrambled,inverse,enu,audio/f12-scrambled.m4a,filler,everya
1,one_slider,images/4-feeding-aevery-inverse.JPG,0.35,4-feeding,scrambled,surface,enu,audio/4-feeding-enu-everya-scrambled.m4a,test,everya
1,one_slider,images/075.JPG,0.01,filler4,scrambled,surface,enu,audio/f4-scrambled.m4a,filler,everya
1,one_slider,images/063.JPG,1,filler2,scrambled,surface,enu,audio/f2-scrambled.m4a,filler,aevery
1,one_slider,images/2-fishing-aevery-inverse.JPG,0.17,2-fishing,scrambled,surface,enu,audio/2-fishing-enu-everya-scrambled.m4a,test,everya
1,one_slider,images/8-petting-aevery-inverse.JPG,0.18,8-petting,scrambled,inverse,motun,audio/8-petting-motun-aevery-scrambled.m4a,test,aevery
1,one_slider,images/016.JPG,0.02,filler9,scrambled,inverse,motun,audio/f9-scrambled.m4a,filler,everya
1,one_slider,images/054.JPG,0.05,filler13,scrambled,surface,motun,audio/f13-scrambled.m4a,filler,everya
1,one_slider,images/1-leaning-aevery-surface.JPG,0.53,1-leaning,scrambled,surface,enu,audio/1-leaning-enu-aevery-scrambled.m4a,test,aevery
1,one_slider,images/6-biting-everya-inverse.JPG,0.99,6-biting,scrambled,inverse,motun,audio/6-biting-motun-everya-scrambled.m4a,test,everya
1,one_slider,images/056.JPG,0,filler5,scrambled,inverse,enu,audio/f5-scrambled.m4a,filler,everya
1,one_slider,images/053.JPG,0.98,filler1,scrambled,surface,motun,audio/f1-scrambled.m4a,filler,aevery
1,one_slider,images/005.JPG,0.01,filler10,scrambled,surface,enu,audio/f10-scrambled.m4a,filler,everya
1,one_slider,images/063.JPG,0,filler3,scrambled,inverse,enu,audio/f3-scrambled.m4a,filler,aevery
1,one_slider,images/005.JPG,0.01,filler11,scrambled,inverse,enu,audio/f11-scrambled.m4a,filler,aevery
1,one_slider,images/3-pole-aevery-inverse.JPG,0.99,3-pole,scrambled,inverse,enu,audio/3-pole-enu-aevery-scrambled.m4a,test,aevery
1,one_slider,images/7-attacking-aevery-surface.JPG,0.47,7-attacking,scrambled,surface,enu,audio/7-attacking-enu-aevery-scrambled.m4a,test,aevery
1,one_slider,images/5-bottle-everya-inverse.JPG,0.97,5-bottle,scrambled,inverse,motun,audio/5-bottle-motun-everya-scrambled.m4a,test,everya
1,one_slider,images/009.JPG,0,filler8,scrambled,surface,motun,audio/f8-scrambled.m4a,filler,aevery
1,one_slider,images/009.JPG,0.01,filler7,scrambled,inverse,motun,audio/f7-scrambled.m4a,filler,everya
1,one_slider,images/056.JPG,0.01,filler6,scrambled,surface,enu,audio/f6-scrambled.m4a,filler,aevery
2,one_slider,images/8-petting-aevery-surface.JPG,0.53,8-petting,scrambled,surface,motun,audio/8-petting-motun-aevery-scrambled.m4a,test,aevery
2,one_slider,images/005.JPG,0.5,filler10,scrambled,surface,motun,audio/f10-scrambled.m4a,filler,aevery
2,one_slider,images/1-leaning-everya-inverse.JPG,0.48,1-leaning,scrambled,inverse,enu,audio/1-leaning-enu-everya-scrambled.m4a,test,everya
2,one_slider,images/056.JPG,0.49,filler6,scrambled,surface,motun,audio/f6-scrambled.m4a,filler,aevery
2,one_slider,images/075.JPG,0.51,filler4,scrambled,surface,enu,audio/f4-scrambled.m4a,filler,aevery
2,one_slider,images/016.JPG,0.4,filler9,scrambled,surface,motun,audio/f9-scrambled.m4a,filler,everya
2,one_slider,images/054.JPG,0.16,filler13,scrambled,inverse,motun,audio/f13-scrambled.m4a,filler,everya
2,one_slider,images/063.JPG,0.65,filler2,scrambled,surface,motun,audio/f2-scrambled.m4a,filler,aevery
2,one_slider,images/053.JPG,0.48,filler1,scrambled,inverse,enu,audio/f1-scrambled.m4a,filler,aevery
2,one_slider,images/056.JPG,0.46,filler5,scrambled,inverse,enu,audio/f5-scrambled.m4a,filler,everya
2,one_slider,images/005.JPG,0.54,filler11,scrambled,inverse,enu,audio/f11-scrambled.m4a,filler,everya
2,one_slider,images/009.JPG,0.29,filler8,scrambled,inverse,enu,audio/f8-scrambled.m4a,filler,aevery
2,one_slider,images/063.JPG,0.34,filler3,scrambled,surface,motun,audio/f3-scrambled.m4a,filler,everya
2,one_slider,images/4-feeding-aevery-inverse.JPG,0.5,4-feeding,scrambled,surface,enu,audio/4-feeding-enu-everya-scrambled.m4a,test,everya
2,one_slider,images/3-pole-aevery-surface.JPG,0.68,3-pole,scrambled,surface,motun,audio/3-pole-motun-aevery-scrambled.m4a,test,aevery
2,one_slider,images/6-biting-aevery-inverse.JPG,0.52,6-biting,scrambled,inverse,motun,audio/6-biting-motun-aevery-scrambled.m4a,test,aevery
2,one_slider,images/009.JPG,0.38,filler7,scrambled,surface,motun,audio/f7-scrambled.m4a,filler,aevery
2,one_slider,images/7-attacking-aevery-inverse.JPG,0.61,7-attacking,scrambled,inverse,motun,audio/7-attacking-motun-aevery-scrambled.m4a,test,aevery
2,one_slider,images/054.JPG,0.71,filler12,scrambled,surface,enu,audio/f12-scrambled.m4a,filler,everya
2,one_slider,images/2-fishing-aevery-inverse.JPG,0.72,2-fishing,scrambled,inverse,enu,audio/2-fishing-enu-aevery-scrambled.m4a,test,aevery
2,one_slider,images/5-bottle-everya-inverse.JPG,0.7,5-bottle,scrambled,inverse,enu,audio/5-bottle-enu-everya-scrambled.m4a,test,everya
3,one_slider,images/5-bottle-aevery-surface.JPG,0.28,5-bottle,scrambled,surface,enu,audio/5-bottle-enu-aevery-scrambled.m4a,test,aevery
3,one_slider,images/063.JPG,0.35,filler2,scrambled,inverse,motun,audio/f2-scrambled.m4a,filler,everya
3,one_slider,images/075.JPG,0.72,filler4,scrambled,inverse,motun,audio/f4-scrambled.m4a,filler,aevery
3,one_slider,images/054.JPG,0.48,filler13,scrambled,surface,motun,audio/f13-scrambled.m4a,filler,everya
3,one_slider,images/056.JPG,0.87,filler6,scrambled,surface,enu,audio/f6-scrambled.m4a,filler,everya
3,one_slider,images/7-attacking-aevery-surface.JPG,0.84,7-attacking,scrambled,surface,motun,audio/7-attacking-motun-aevery-scrambled.m4a,test,aevery
3,one_slider,images/056.JPG,0.54,filler5,scrambled,inverse,motun,audio/f5-scrambled.m4a,filler,aevery
3,one_slider,images/009.JPG,0.51,filler7,scrambled,surface,enu,audio/f7-scrambled.m4a,filler,aevery
3,one_slider,images/8-petting-aevery-inverse.JPG,0.53,8-petting,scrambled,surface,motun,audio/8-petting-motun-everya-scrambled.m4a,test,everya
3,one_slider,images/009.JPG,0.62,filler8,scrambled,inverse,motun,audio/f8-scrambled.m4a,filler,everya
3,one_slider,images/1-leaning-aevery-inverse.JPG,0.46,1-leaning,scrambled,surface,motun,audio/1-leaning-motun-everya-scrambled.m4a,test,everya
3,one_slider,images/054.JPG,0.52,filler12,scrambled,inverse,enu,audio/f12-scrambled.m4a,filler,everya
3,one_slider,images/063.JPG,0.77,filler3,scrambled,inverse,enu,audio/f3-scrambled.m4a,filler,aevery
3,one_slider,images/016.JPG,0.75,filler9,scrambled,inverse,enu,audio/f9-scrambled.m4a,filler,everya
3,one_slider,images/4-feeding-aevery-inverse.JPG,0.74,4-feeding,scrambled,surface,motun,audio/4-feeding-motun-everya-scrambled.m4a,test,everya
