workerid,trial_type,image,response,item,scramble,scope,quantifier,audio,type,order
0,one_slider,images/056.JPG,0.78,filler6,default,surface,motun,audio/f6-default.m4a,filler,aevery
0,one_slider,images/1-leaning-aevery-surface.JPG,0.02,1-leaning,default,surface,enu,audio/1-leaning-enu-aevery-default.m4a,test,aevery
0,one_slider,images/016.JPG,0.03,filler9,default,inverse,motun,audio/f9-default.m4a,filler,aevery
0,one_slider,images/4-feeding-aevery-inverse.JPG,0.05,4-feeding,default,surface,motun,audio/4-feeding-motun-everya-default.m4a,test,everya
0,one_slider,images/6-biting-everya-inverse.JPG,1,6-biting,default,inverse,enu,audio/6-biting-enu-everya-default.m4a,test,everya
0,one_slider,images/053.JPG,0.97,filler1,default,inverse,enu,audio/f1-default.m4a,filler,everya
0,one_slider,images/8-petting-aevery-inverse.JPG,0.99,8-petting,default,surface,motun,audio/8-petting-motun-everya-default.m4a,test,everya
0,one_slider,images/063.JPG,0.04,filler3,default,surface,enu,audio/f3-default.m4a,filler,everya
0,one_slider,images/5-bottle-aevery-surface.JPG,0.97,5-bottle,default,surface,motun,audio/5-bottle-motun-aevery-default.m4a,test,aevery
0,one_slider,images/005.JPG,0.01,filler11,default,surface,enu,audio/f11-default.m4a,filler,aevery
0,one_slider,images/009.JPG,0.01,filler7,default,inverse,enu,audio/f7-default.m4a,filler,everya
0,one_slider,images/056.JPG,0.01,filler5,default,surface,motun,audio/f5-default.m4a,filler,aevery
0,one_slider,images/054.JPG,0.03,filler13,default,surface,enu,audio/f13-default.m4a,filler,everya
0,one_slider,images/054.JPG,0.02,filler12,default,inverse,enu,audio/f12-default.m4a,filler,aevery
0,one_slider,images/075.JPG,0.02,filler4,default,surface,motun,audio/f4-default.m4a,filler,everya
0,one_slider,images/009.JPG,0.05,filler8,default,surface,enu,audio/f8-default.m4a,filler,everya
0,one_slider,images/2-fishing-aevery-surface.JPG,0.95,2-fishing,default,surface,motun,audio/2-fishing-motun-aevery-default.m4a,test,aevery
0,one_slider,images/3-pole-everya-inverse.JPG,0.97,3-pole,default,inverse,enu,audio/3-pole-enu-everya-default.m4a,test,everya
0,one_slider,images/7-attacking-everya-inverse.JPG,0.96,7-attacking,default,inverse,motun,audio/7-attacking-motun-everya-default.m4a,test,everya
0,one_slider,images/063.JPG,0.99,filler2,default,surface,motun,audio/f2-default.m4a,filler,aevery
0,one_slider,images/005.JPG,0,filler10,default,surface,enu,audio/f10-default.m4a,filler,aevery
1,one_slider,images/056.JPG,0,filler5,default,inverse,motun,audio/f5-default.m4a,filler,everya
1,one_slider,images/063.JPG,0.01,filler3,default,inverse,enu,audio/f3-default.m4a,filler,everya
1,one_slider,images/4-feeding-aevery-inverse.JPG,0.04,4-feeding,default,surface,motun,audio/4-feeding-motun-everya-default.m4a,test,everya
1,one_slider,images/2-fishing-aevery-inverse.JPG,1,2-fishing,default,surface,motun,audio/2-fishing-motun-everya-default.m4a,test,everya
1,one_slider,images/056.JPG,0,filler6,default,inverse,enu,audio/f6-default.m4a,filler,aevery
1,one_slider,images/009.JPG,0,filler7,default,surface,enu,audio/f7-default.m4a,filler,aevery
1,one_slider,images/016.JPG,0,filler9,default,surface,enu,audio/f9-default.m4a,filler,aevery
1,one_slider,images/075.JPG,0,filler4,default,surface,enu,audio/f4-default.m4a,filler,everya
1,one_slider,images/009.JPG,0,filler8,default,surface,motun,audio/f8-default.m4a,filler,everya
1,one_slider,images/063.JPG,1,filler2,default,surface,enu,audio/f2-default.m4a,filler,aevery
1,one_slider,images/005.JPG,0,filler11,default,surface,enu,audio/f11-default.m4a,filler,everya
1,one_slider,images/5-bottle-aevery-surface.JPG,0.39,5-bottle,default,surface,enu,audio/5-bottle-enu-aevery-default.m4a,test,aevery
1,one_slider,images/054.JPG,0.04,filler13,default,inverse,motun,audio/f13-default.m4a,filler,aevery
1,one_slider,images/6-biting-aevery-inverse.JPG,1,6-biting,default,surface,motun,audio/6-biting-motun-everya-default.m4a,test,everya
1,one_slider,images/053.JPG,1,filler1,default,inverse,motun,audio/f1-default.m4a,filler,everya
1,one_slider,images/8-petting-aevery-inverse.JPG,0.29,8-petting,default,inverse,motun,audio/8-petting-motun-aevery-default.m4a,test,aevery
1,one_slider,images/7-attacking-everya-inverse.JPG,0.45,7-attacking,default,inverse,enu,audio/7-attacking-enu-everya-default.m4a,test,everya
1,one_slider,images/005.JPG,0,filler10,default,surface,enu,audio/f10-default.m4a,filler,aevery
1,one_slider,images/3-pole-aevery-inverse.JPG,0.77,3-pole,default,surface,enu,audio/3-pole-enu-everya-default.m4a,test,everya
1,one_slider,images/054.JPG,0,filler12,default,surface,enu,audio/f12-default.m4a,filler,aevery
1,one_slider,images/1-leaning-aevery-inverse.JPG,1,1-leaning,default,surface,motun,audio/1-leaning-motun-everya-default.m4a,test,everya
2,one_slider,images/056.JPG,0.56,filler6,default,inverse,motun,audio/f6-default.m4a,filler,everya
2,one_slider,images/075.JPG,0.49,filler4,default,surface,motun,audio/f4-default.m4a,filler,aevery
2,one_slider,images/063.JPG,0.53,filler2,default,inverse,enu,audio/f2-default.m4a,filler,everya
2,one_slider,images/2-fishing-aevery-inverse.JPG,0.32,2-fishing,default,inverse,enu,audio/2-fishing-enu-aevery-default.m4a,test,aevery
2,one_slider,images/1-leaning-everya-inverse.JPG,0.55,1-leaning,default,inverse,enu,audio/1-leaning-enu-everya-default.m4a,test,everya
2,one_slider,images/4-feeding-everya-inverse.JPG,0.56,4-feeding,default,inverse,motun,audio/4-feeding-motun-everya-default.m4a,test,everya
