workerid,language,enjoyment,gender,age,comments,asses,education
0,english,1,Female,57,,No,2
1,English,1,Male,30,,Yes,4
2,English,2,Male,31,,Yes,2
3,english,2,Female,38,,Yes,3
4,English,2,Male,36,Interesting thank you.,Yes,1
5,ENGLISH,2,Female,29,,Yes,3
6,english,1,Male,24,Thank you,Yes,3
7,english,2,Female,29,good,Yes,4
8,english,2,Male,53,,Yes,3
