workerid,school,lived,family,language,level,enjoyment,gender,age,describe,comments,years,assess,classes,college,education
0,small,under8,kor,한국어,int,2,Male,26,KorEng,,mostlive,Yes,no,nocollege,3
1,small,under8,kor,ENGLISH,int,0,Male,22,KorEng,VERY NICE,neverlived,No,yes,nocollege,2
2,mid,over8,koreng,ENGLISH,near native,2,Female,26,L2,NICE,midlive,Yes,yes,mostsem,1
3,mid,under8,eng,hbh,int,0,Male,gh,KorKor,즐기셨습니까,neverlived,NA,yes,nocollege,0
4,small,under8,koreng,no comments,advanced,0,Male,30,KorKor,no comments,shortlive,Yes,yes,onesem,1
5,small,neverlived,eng,귀하가 어렸을 때,int,2,Female,39,L2,요즘 나는 한국어를 할 수있는 기회가별로 없기 때문에 즐거웠습니다.,neverlived,Yes,no,mostsem,3
6,none,under8,kor,santana,int,0,Female,Higinio,KorKor,,shortlive,Yes,yes,onesem,0
7,most,both8,kor,Korean,near native,1,Male,39,KorKor,,mostlive,Yes,no,mostsem,3
8,mid,over8,kor,,advanced,1,Female,25,L2,,shortlive,Yes,yes,midsem,0
