workerid,trial_type,image,response,item,scramble,scope,quantifier,audio,type,order
0,one_slider,images/2-fishing-aevery-inverse.JPG,0.91,2-fishing,scrambled,inverse,motun,audio/2-fishing-motun-aevery-scrambled.m4a,test,aevery
0,one_slider,images/7-attacking-everya-inverse.JPG,0.87,7-attacking,scrambled,inverse,motun,audio/7-attacking-motun-everya-scrambled.m4a,test,everya
0,one_slider,images/5-bottle-aevery-surface.JPG,0.88,5-bottle,scrambled,surface,motun,audio/5-bottle-motun-aevery-scrambled.m4a,test,aevery
0,one_slider,images/054.JPG,0.03,filler12,scrambled,surface,motun,audio/f12-scrambled.m4a,filler,aevery
0,one_slider,images/075.JPG,0.02,filler4,scrambled,inverse,enu,audio/f4-scrambled.m4a,filler,aevery
0,one_slider,images/053.JPG,0.97,filler1,scrambled,surface,enu,audio/f1-scrambled.m4a,filler,everya
0,one_slider,images/009.JPG,0.02,filler7,scrambled,inverse,motun,audio/f7-scrambled.m4a,filler,aevery
0,one_slider,images/4-feeding-aevery-inverse.JPG,0.07,4-feeding,scrambled,inverse,motun,audio/4-feeding-motun-aevery-scrambled.m4a,test,aevery
0,one_slider,images/3-pole-aevery-inverse.JPG,0.05,3-pole,scrambled,inverse,motun,audio/3-pole-motun-aevery-scrambled.m4a,test,aevery
0,one_slider,images/016.JPG,0.08,filler9,scrambled,inverse,enu,audio/f9-scrambled.m4a,filler,aevery
0,one_slider,images/8-petting-aevery-inverse.JPG,0.05,8-petting,scrambled,surface,motun,audio/8-petting-motun-everya-scrambled.m4a,test,everya
0,one_slider,images/063.JPG,0.91,filler2,scrambled,surface,enu,audio/f2-scrambled.m4a,filler,everya
0,one_slider,images/056.JPG,0,filler5,scrambled,inverse,motun,audio/f5-scrambled.m4a,filler,aevery
0,one_slider,images/1-leaning-aevery-surface.JPG,0.96,1-leaning,scrambled,surface,motun,audio/1-leaning-motun-aevery-scrambled.m4a,test,aevery
0,one_slider,images/005.JPG,0,filler11,scrambled,inverse,enu,audio/f11-scrambled.m4a,filler,everya
0,one_slider,images/005.JPG,0.03,filler10,scrambled,surface,motun,audio/f10-scrambled.m4a,filler,aevery
0,one_slider,images/009.JPG,0.05,filler8,scrambled,surface,enu,audio/f8-scrambled.m4a,filler,everya
0,one_slider,images/054.JPG,0.03,filler13,scrambled,inverse,enu,audio/f13-scrambled.m4a,filler,aevery
0,one_slider,images/063.JPG,0.07,filler3,scrambled,inverse,enu,audio/f3-scrambled.m4a,filler,aevery
0,one_slider,images/056.JPG,0.03,filler6,scrambled,inverse,motun,audio/f6-scrambled.m4a,filler,everya
0,one_slider,images/6-biting-aevery-inverse.JPG,0.06,6-biting,scrambled,inverse,motun,audio/6-biting-motun-aevery-scrambled.m4a,test,aevery
1,one_slider,images/056.JPG,0.79,filler5,default,inverse,motun,audio/f5-default.m4a,filler,aevery
1,one_slider,images/3-pole-everya-inverse.JPG,0.83,3-pole,default,inverse,enu,audio/3-pole-enu-everya-default.m4a,test,everya
1,one_slider,images/005.JPG,0.68,filler11,default,inverse,enu,audio/f11-default.m4a,filler,everya
1,one_slider,images/1-leaning-aevery-inverse.JPG,0.83,1-leaning,default,inverse,enu,audio/1-leaning-enu-aevery-default.m4a,test,aevery
1,one_slider,images/009.JPG,0.86,filler8,default,inverse,motun,audio/f8-default.m4a,filler,aevery
1,one_slider,images/054.JPG,0.86,filler12,default,inverse,motun,audio/f12-default.m4a,filler,everya
1,one_slider,images/063.JPG,0.91,filler3,default,inverse,motun,audio/f3-default.m4a,filler,aevery
1,one_slider,images/4-feeding-aevery-inverse.JPG,0.75,4-feeding,default,inverse,motun,audio/4-feeding-motun-aevery-default.m4a,test,aevery
1,one_slider,images/075.JPG,0.89,filler4,default,surface,enu,audio/f4-default.m4a,filler,aevery
1,one_slider,images/6-biting-aevery-inverse.JPG,0.75,6-biting,default,surface,motun,audio/6-biting-motun-everya-default.m4a,test,everya
1,one_slider,images/009.JPG,0.46,filler7,default,inverse,motun,audio/f7-default.m4a,filler,aevery
1,one_slider,images/8-petting-aevery-inverse.JPG,0.66,8-petting,default,surface,enu,audio/8-petting-enu-everya-default.m4a,test,everya
1,one_slider,images/063.JPG,0.78,filler2,default,surface,motun,audio/f2-default.m4a,filler,everya
1,one_slider,images/016.JPG,0.8,filler9,default,inverse,enu,audio/f9-default.m4a,filler,aevery
1,one_slider,images/7-attacking-aevery-inverse.JPG,0.6,7-attacking,default,inverse,motun,audio/7-attacking-motun-aevery-default.m4a,test,aevery
1,one_slider,images/2-fishing-aevery-inverse.JPG,0.66,2-fishing,default,surface,motun,audio/2-fishing-motun-everya-default.m4a,test,everya
1,one_slider,images/005.JPG,0.89,filler10,default,surface,enu,audio/f10-default.m4a,filler,aevery
1,one_slider,images/053.JPG,0.86,filler1,default,surface,enu,audio/f1-default.m4a,filler,aevery
1,one_slider,images/054.JPG,0.82,filler13,default,inverse,motun,audio/f13-default.m4a,filler,everya
1,one_slider,images/056.JPG,0.89,filler6,default,surface,enu,audio/f6-default.m4a,filler,everya
1,one_slider,images/5-bottle-aevery-inverse.JPG,0.77,5-bottle,default,surface,motun,audio/5-bottle-motun-everya-default.m4a,test,everya
