date,workerid,amount
Wed Oct 10 09:49:46 PDT 2018,AXXOUHPARM81P,0.5
Wed Oct 10 10:24:27 PDT 2018,A2DVZVTZOCUUB,0.5
Fri Oct 12 07:36:04 PDT 2018,A2S7SSIEZG0X51,0.5
Mon Oct 15 03:35:01 PDT 2018,A3GKYWBSP35ONX,0.5
Wed Oct 17 09:40:34 PDT 2018,ARKIUY09P1DS,0.5
Tue Oct 23 02:51:51 PDT 2018,A2L3MUPOVMS4J1,0.5
Tue Oct 23 17:41:34 PDT 2018,A10R3AB6GFQKHJ,0.5
Sat Nov 03 03:42:22 PDT 2018,A2EQN4IXLT0L9J,0.5
Wed Nov 07 04:43:55 PST 2018,A2MBJ20QE8PNJ1,0.5
,total paid to workers:,=SUM(c2:c10)
,40% paid to Amazon:,=.4*c11
,total:,=SUM(c11:c12
