workerid,school,lived,family,language,level,enjoyment,gender,age,describe,comments,years,assess,classes,college,education
0,none,over8,koreng,A003265431PKDW1WXRD9B,advanced,1,Female,A003265431PKDW1WXRD9B,KorEng,,shortlive,No,no,midsem,1
1,none,over8,kor,"영어, 한국어",advanced,2,Male,47,L2,,mostlive,Yes,no,mostsem,3
2,none,neverlived,eng,,basic,0,Male,,KorEng,,neverlived,No,yes,nocollege,0
3,none,over8,kor,"english, korean",advanced,1,Male,28,KorEng,,mostlive,Yes,no,midsem,3
4,small,over8,koreng,,basic,1,Female,,KorKor,,midlive,Yes,no,midsem,1
5,small,over8,koreng,,int,2,Female,,L2,,shortlive,NA,yes,onesem,1
6,none,neverlived,eng,,basic,0,Female,25,KorKor,good,neverlived,No,yes,nocollege,0
