date,workerid,amount
Sat Jul 21 09:31:30 PDT 2018,A1IWRYUOVXAB0Z,0.4
Sat Jul 21 09:32:21 PDT 2018,A30M5EFYJ9R84T,0.4
Sat Jul 21 09:34:23 PDT 2018,A1HLG5NN2I16GN,0.4
Sat Jul 21 09:37:54 PDT 2018,A27U34JQKVDTA3,0.4
Sat Jul 21 09:39:33 PDT 2018,AN4D1WRTKLUYZ,0.4
Sat Jul 21 09:41:37 PDT 2018,A3DDYGSM8CLJW,0.4
Sat Jul 21 09:47:07 PDT 2018,A184EIWAV7P9EH,0.4
Sat Jul 21 10:06:30 PDT 2018,AP3L9UKTTG6D2,0.4
Sat Jul 21 10:13:55 PDT 2018,AHKRGPN5D3I2G,0.4
,total paid to workers:,=SUM(c2:c10)
,40% paid to Amazon:,=.4*c11
,total:,=SUM(c11:c12
